"id","template_id","title","description","status","pdf_file_name","pdf_content_type","pdf_file_size","pdf_updated_at","created_at","updated_at","tag_id","creator_id","thumbnail_file_name","thumbnail_content_type","thumbnail_file_size","thumbnail_updated_at","crop_marks","share_graphic_file_name","share_graphic_content_type","share_graphic_file_size","share_graphic_updated_at"
1392,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",1,"1392.pdf","application/pdf",394714,"2018-07-18 12:50:30","2018-07-18 12:48:38","2018-07-18 12:50:31",NULL,547,"1392_thumb.png","image/png",49406,"2018-07-18 12:50:31",0,NULL,NULL,NULL,NULL
1393,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",1,"1393.pdf","application/pdf",340206,"2018-07-18 12:49:06","2018-07-18 12:49:04","2018-07-18 12:49:07",NULL,547,"1393_thumb.png","image/png",18815,"2018-07-18 12:49:07",0,NULL,NULL,NULL,NULL
1394,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",1,"1394.pdf","application/pdf",337583,"2018-07-18 12:49:37","2018-07-18 12:49:34","2018-07-18 12:49:38",NULL,547,"1394_thumb.png","image/png",8411,"2018-07-18 12:49:38",0,NULL,NULL,NULL,NULL
1395,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",1,"1395.pdf","application/pdf",332040,"2018-07-18 12:49:44","2018-07-18 12:49:41","2018-07-18 12:49:45",NULL,547,"1395_thumb.png","image/png",9312,"2018-07-18 12:49:45",0,NULL,NULL,NULL,NULL
1396,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",-2,"1396.pdf","application/pdf",332623,"2018-07-18 12:51:17","2018-07-18 12:51:14","2018-07-18 13:00:36",NULL,547,"1396_thumb.png","image/png",10062,"2018-07-18 12:51:18",0,NULL,NULL,NULL,NULL
1397,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",1,"1397.pdf","application/pdf",343438,"2018-07-18 12:51:17","2018-07-18 12:51:14","2018-07-18 12:51:18",NULL,547,"1397_thumb.png","image/png",24526,"2018-07-18 12:51:18",0,NULL,NULL,NULL,NULL
1398,11,"WE ARE FREEZING,","The ASFCME Convention rooms are very cold.  The people are using blankets & jackets to try to warm up.  ",1,"1398.pdf","application/pdf",339931,"2018-07-18 12:52:44","2018-07-18 12:52:40","2018-07-18 12:52:45",NULL,547,"1398_thumb.png","image/png",16069,"2018-07-18 12:52:45",0,NULL,NULL,NULL,NULL
1399,11,"WE ARE FREEZING,","The ASFCME Convention rooms are very cold.  The people are using blankets & jackets to try to warm up.  ",1,"1399.pdf","application/pdf",590472,"2018-07-18 12:58:08","2018-07-18 12:52:41","2018-07-18 12:58:09",NULL,547,"1399_thumb.png","image/png",48414,"2018-07-18 12:58:09",0,NULL,NULL,NULL,NULL
1400,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",1,"1400.pdf","application/pdf",472137,"2018-07-18 12:53:05","2018-07-18 12:53:02","2018-07-18 12:53:06",NULL,547,"1400_thumb.png","image/png",31134,"2018-07-18 12:53:06",0,NULL,NULL,NULL,NULL
1401,27,"Newsletter","Use this 2-sided newsletter template to message your local members on issues that are important to them. On the front, there is space for a cover story and includes space for 1 large photo. In addition, there is also space to include a message from your local president. On the back, there is a static message from AFSCME President Lee Saunders that will automatically be updated each month.",1,"1401.pdf","application/pdf",887756,"2018-07-18 12:53:11","2018-07-18 12:53:06","2018-07-18 12:53:13",NULL,547,"1401_thumb.png","image/png",22044,"2018-07-18 12:53:13",0,NULL,NULL,NULL,NULL
1402,1,"Sector Specific Flyer","Use this flyer when targeting a specific audience – whether it be nurses, correctional officers or sanitation workers. Please make sure to incorporate a high-resolution photo that will work well with the space provided. Add industry-specific language in the left text box and use the text box on the right to include a small quote.",1,"1402.pdf","application/pdf",1142183,"2018-07-18 12:54:48","2018-07-18 12:54:43","2018-07-18 12:54:49",NULL,547,"1402_thumb.png","image/png",79997,"2018-07-18 12:54:49",0,NULL,NULL,NULL,NULL
1403,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",1,"1403.pdf","application/pdf",503062,"2018-07-18 13:00:40","2018-07-18 12:57:29","2018-07-18 13:00:41",NULL,547,"1403_thumb.png","image/png",43045,"2018-07-18 13:00:41",0,NULL,NULL,NULL,NULL
1404,16,"Bargaining Survey","Bargaining Survey",1,"1404.pdf","application/pdf",383894,"2018-07-18 12:59:55","2018-07-18 12:59:52","2018-07-18 12:59:56",NULL,547,"1404_thumb.png","image/png",27013,"2018-07-18 12:59:56",0,NULL,NULL,NULL,NULL
1405,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,"1405.pdf","application/pdf",482671,"2018-07-18 13:00:21","2018-07-18 13:00:18","2018-07-18 13:00:22",NULL,547,"1405_thumb.png","image/png",7175,"2018-07-18 13:00:22",0,NULL,NULL,NULL,NULL
1406,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",1,"1406.pdf","application/pdf",332391,"2018-07-18 13:00:59","2018-07-18 13:00:56","2018-07-18 13:01:00",NULL,547,"1406_thumb.png","image/png",10326,"2018-07-18 13:01:00",0,NULL,NULL,NULL,NULL
1407,37,"Tri-Fold","Modeled on the International Union’s ‘Never Quit’ brochure - use this customizable trifold to introduce members to your affiliate. Customizable text, photos and logos will allow you to make this piece your own. Please make sure to use high resolution photography.",1,"1407.pdf","application/pdf",519765,"2018-07-18 13:03:53","2018-07-18 13:03:46","2018-07-18 13:03:54",NULL,547,"1407_thumb.png","image/png",88970,"2018-07-18 13:03:54",0,NULL,NULL,NULL,NULL
1408,14,"Sector Specific Member Benefits Flyer","Sector Specific Member Benefits Flyer",1,"1408.pdf","application/pdf",526760,"2018-07-18 13:09:34","2018-07-18 13:08:59","2018-07-18 13:09:35",NULL,75,"1408_thumb.png","image/png",68297,"2018-07-18 13:09:35",0,NULL,NULL,NULL,NULL
1409,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",1,"1409.pdf","application/pdf",344359,"2018-07-18 13:10:08","2018-07-18 13:10:05","2018-07-18 13:10:09",NULL,547,"1409_thumb.png","image/png",20669,"2018-07-18 13:10:09",0,NULL,NULL,NULL,NULL
1410,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",1,"1410.pdf","application/pdf",332124,"2018-07-18 13:22:46","2018-07-18 13:22:43","2018-07-18 13:22:47",NULL,539,"1410_thumb.png","image/png",7011,"2018-07-18 13:22:47",0,NULL,NULL,NULL,NULL
1411,20,"Contract Member Benefits Flyer","Contract Member Benefits Flyer",1,"1411.pdf","application/pdf",469459,"2018-07-18 13:25:04","2018-07-18 13:25:01","2018-07-18 13:25:05",NULL,537,"1411_thumb.png","image/png",29741,"2018-07-18 13:25:05",0,NULL,NULL,NULL,NULL
1412,1,"Sector Specific Flyer","Use this flyer when targeting a specific audience – whether it be nurses, correctional officers or sanitation workers. Please make sure to incorporate a high-resolution photo that will work well with the space provided. Add industry-specific language in the left text box and use the text box on the right to include a small quote.",1,"1412.pdf","application/pdf",437203,"2018-07-18 13:25:43","2018-07-18 13:25:40","2018-07-18 13:25:45",NULL,545,"1412_thumb.png","image/png",20564,"2018-07-18 13:25:45",0,NULL,NULL,NULL,NULL
1413,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",1,"1413.pdf","application/pdf",331424,"2018-07-18 13:27:02","2018-07-18 13:27:00","2018-07-18 13:27:03",NULL,537,"1413_thumb.png","image/png",6110,"2018-07-18 13:27:03",0,NULL,NULL,NULL,NULL
1414,21,"New Employee Orientation Benefits Flyer","New Employee Orientation Benefits Flyer",1,"1414.pdf","application/pdf",496020,"2018-07-18 13:30:47","2018-07-18 13:27:07","2018-07-18 13:30:48",NULL,543,"1414_thumb.png","image/png",65827,"2018-07-18 13:30:48",0,NULL,NULL,NULL,NULL
1415,27,"Newsletter","Use this 2-sided newsletter template to message your local members on issues that are important to them. On the front, there is space for a cover story and includes space for 1 large photo. In addition, there is also space to include a message from your local president. On the back, there is a static message from AFSCME President Lee Saunders that will automatically be updated each month.",1,"1415.pdf","application/pdf",848420,"2018-07-18 13:27:19","2018-07-18 13:27:14","2018-07-18 13:27:21",NULL,539,"1415_thumb.png","image/png",13431,"2018-07-18 13:27:21",0,NULL,NULL,NULL,NULL
1416,4,"Comparison Table","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",1,"1416.pdf","application/pdf",504223,"2018-07-18 13:27:49","2018-07-18 13:27:46","2018-07-18 13:27:51",NULL,537,"1416_thumb.png","image/png",15644,"2018-07-18 13:27:51",0,NULL,NULL,NULL,NULL
1417,19,"New Employee Orientation Comparison Flyer","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",1,"1417.pdf","application/pdf",562182,"2018-07-18 13:28:22","2018-07-18 13:28:18","2018-07-18 13:28:23",NULL,537,"1417_thumb.png","image/png",15729,"2018-07-18 13:28:23",0,NULL,NULL,NULL,NULL
1418,14,"Boston Convention","Rise Up 2018!",1,"1418.pdf","application/pdf",476581,"2018-07-18 13:28:41","2018-07-18 13:28:37","2018-07-18 13:28:42",NULL,537,"1418_thumb.png","image/png",67328,"2018-07-18 13:28:42",0,NULL,NULL,NULL,NULL
1419,1,"Sector Specific Flyer","Use this flyer when targeting a specific audience – whether it be nurses, correctional officers or sanitation workers. Please make sure to incorporate a high-resolution photo that will work well with the space provided. Add industry-specific language in the left text box and use the text box on the right to include a small quote.",1,"1419.pdf","application/pdf",1145653,"2018-07-18 13:28:49","2018-07-18 13:28:45","2018-07-18 13:28:51",NULL,537,"1419_thumb.png","image/png",81483,"2018-07-18 13:28:51",0,NULL,NULL,NULL,NULL
1420,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",1,"1420.pdf","application/pdf",336964,"2018-07-18 13:30:27","2018-07-18 13:30:25","2018-07-18 13:30:28",NULL,537,"1420_thumb.png","image/png",13135,"2018-07-18 13:30:28",0,NULL,NULL,NULL,NULL
1421,30,"Political Flyer","Political Flyer",1,"1421.pdf","application/pdf",266763,"2018-07-18 13:31:46","2018-07-18 13:31:43","2018-07-18 13:31:47",NULL,537,"1421_thumb.png","image/png",42188,"2018-07-18 13:31:47",0,NULL,NULL,NULL,NULL
1422,37,"Tri-Fold","Modeled on the International Union’s ‘Never Quit’ brochure - use this customizable trifold to introduce members to your affiliate. Customizable text, photos and logos will allow you to make this piece your own. Please make sure to use high resolution photography.",1,"1422.pdf","application/pdf",244753,"2018-07-18 13:32:31","2018-07-18 13:32:25","2018-07-18 13:32:32",NULL,537,"1422_thumb.png","image/png",40063,"2018-07-18 13:32:32",0,NULL,NULL,NULL,NULL
1423,35,"Share Graphic: SCOTUS","Share Graphic: SCOTUS",1,NULL,NULL,NULL,NULL,"2018-07-19 14:30:04","2018-07-19 14:30:06",NULL,567,"1423_thumb.png","image/png",59827,"2018-07-19 14:30:06",0,"1423.jpg","image/jpeg",446560,"2018-07-19 14:30:05"
1424,6,"Never Quit Meeting Flyer Local 631","Please come out to our Local meeting.",1,"1424.pdf","application/pdf",489231,"2018-07-19 18:54:32","2018-07-19 18:54:29","2018-07-19 18:54:34",NULL,601,"1424_thumb.png","image/png",16363,"2018-07-19 18:54:34",0,NULL,NULL,NULL,NULL
1425,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,"1425.pdf","application/pdf",542030,"2018-07-19 18:55:43","2018-07-19 18:55:40","2018-07-19 18:55:44",NULL,601,"1425_thumb.png","image/png",8195,"2018-07-19 18:55:44",0,NULL,NULL,NULL,NULL
1426,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",-2,NULL,NULL,NULL,NULL,"2018-07-20 14:18:34","2018-07-20 14:35:23",NULL,101,"709_thumb.png","image/png",26865,"2018-07-20 14:18:33",0,NULL,NULL,NULL,NULL
1427,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",-2,NULL,NULL,NULL,NULL,"2018-07-20 14:18:35","2018-07-20 14:35:13",NULL,101,"709_thumb.png","image/png",26865,"2018-07-20 14:18:33",0,NULL,NULL,NULL,NULL
1428,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",-2,NULL,NULL,NULL,NULL,"2018-07-20 14:26:35","2018-07-20 14:35:00",NULL,101,"709_thumb.png","image/png",32251,"2018-07-20 14:26:30",0,NULL,NULL,NULL,NULL
1429,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",-2,"1429.pdf","application/pdf",532163,"2018-07-20 14:26:48","2018-07-20 14:26:35","2018-07-20 14:34:50",NULL,101,"1429_thumb.png","image/png",32251,"2018-07-20 14:26:49",0,NULL,NULL,NULL,NULL
1430,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,"1430.pdf","application/pdf",532163,"2018-07-20 14:34:04","2018-07-20 14:30:26","2018-07-20 14:34:05",NULL,101,"1430_thumb.png","image/png",32251,"2018-07-20 14:34:05",0,NULL,NULL,NULL,NULL
1431,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,"1431.pdf","application/pdf",531380,"2018-07-20 14:31:25","2018-07-20 14:30:27","2018-07-20 14:31:26",NULL,101,"1431_thumb.png","image/png",28451,"2018-07-20 14:31:26",0,NULL,NULL,NULL,NULL
1432,32,"Janus v. AFSCME Comparison Table","Janus v. AFSCME Comparison Table",1,"1432.pdf","application/pdf",325423,"2018-07-20 14:44:13","2018-07-20 14:38:34","2018-07-20 14:44:14",NULL,101,"1432_thumb.png","image/png",35550,"2018-07-20 14:44:14",0,NULL,NULL,NULL,NULL
1433,19,"New Employee Orientation Comparison Flyer","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",1,"1433.pdf","application/pdf",495733,"2018-07-20 14:49:27","2018-07-20 14:49:23","2018-07-20 14:49:28",NULL,101,"1433_thumb.png","image/png",6214,"2018-07-20 14:49:28",0,NULL,NULL,NULL,NULL
1434,9,"AFSCME Stands Poster","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo.",-2,"1434.pdf","application/pdf",623499,"2018-07-20 18:55:25","2018-07-20 18:55:21","2018-07-20 18:56:46",NULL,381,"1434_thumb.png","image/png",61911,"2018-07-20 18:55:26",0,NULL,NULL,NULL,NULL
1435,36,"Inoculation Flyer","Use this flier to inoculate members against the Freedom Foundation. This flier exposes who’s behind the Freedom foundation and uses their own words to expose their true agenda.",1,"1435.pdf","application/pdf",653506,"2018-07-20 18:58:47","2018-07-20 18:58:43","2018-07-20 18:58:48",NULL,381,"1435_thumb.png","image/png",38273,"2018-07-20 18:58:48",0,NULL,NULL,NULL,NULL
1436,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,"1436.pdf","application/pdf",492656,"2018-07-21 18:00:06","2018-07-21 18:00:02","2018-07-21 18:00:07",NULL,559,"1436_thumb.png","image/png",18509,"2018-07-21 18:00:07",0,NULL,NULL,NULL,NULL
1437,16,"Bargaining Survey","Bargaining Survey",1,"1437.pdf","application/pdf",409876,"2018-07-22 15:34:01","2018-07-22 15:31:10","2018-07-22 15:34:02",NULL,436,"1437_thumb.png","image/png",27753,"2018-07-22 15:34:02",0,NULL,NULL,NULL,NULL
1438,1,"Sector Specific Flyer","Use this flyer when targeting a specific audience – whether it be nurses, correctional officers or sanitation workers. Please make sure to incorporate a high-resolution photo that will work well with the space provided. Add industry-specific language in the left text box and use the text box on the right to include a small quote.",1,"1438.pdf","application/pdf",754236,"2018-07-22 16:29:58","2018-07-22 16:21:56","2018-07-22 16:30:00",NULL,436,"1438_thumb.png","image/png",92814,"2018-07-22 16:30:00",0,NULL,NULL,NULL,NULL
1439,19,"New Employee Orientation Comparison Flyer","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",-2,"1439.pdf","application/pdf",525623,"2018-07-22 22:35:39","2018-07-22 22:35:36","2018-07-22 22:35:55",NULL,436,"1439_thumb.png","image/png",13881,"2018-07-22 22:35:41",0,NULL,NULL,NULL,NULL
1440,19,"New Employee Orientation Comparison Flyer","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",1,"1440.pdf","application/pdf",516016,"2018-07-23 17:51:44","2018-07-23 17:27:38","2018-07-23 17:51:45",NULL,518,"1440_thumb.png","image/png",42979,"2018-07-23 17:51:45",0,NULL,NULL,NULL,NULL
1441,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,"1441.pdf","application/pdf",531948,"2020-07-20 18:28:59","2018-07-23 18:12:20","2020-07-20 18:29:01",NULL,518,"1441_thumb.png","image/png",32117,"2020-07-20 18:29:01",0,NULL,NULL,NULL,NULL
1442,32,"Janus v. AFSCME Comparison Table","Janus v. AFSCME Comparison Table",1,"1442.pdf","application/pdf",318965,"2018-07-23 21:17:09","2018-07-23 21:16:28","2018-07-23 21:17:10",NULL,154,"1442_thumb.png","image/png",36893,"2018-07-23 21:17:10",0,NULL,NULL,NULL,NULL
1443,27,"Newsletter","Use this 2-sided newsletter template to message your local members on issues that are important to them. On the front, there is space for a cover story and includes space for 1 large photo. In addition, there is also space to include a message from your local president. On the back, there is a static message from AFSCME President Lee Saunders that will automatically be updated each month.",1,"1443.pdf","application/pdf",1688510,"2018-07-23 23:21:21","2018-07-23 23:15:02","2018-07-23 23:21:23",NULL,436,"1443_thumb.png","image/png",29157,"2018-07-23 23:21:23",0,NULL,NULL,NULL,NULL
1444,7,"Never Quit Service Award Certificate","Use this certificate to honor a recent AFSCME Never Quit Service Award winner from your local affiliate.",1,"1444.pdf","application/pdf",219146,"2018-07-23 23:56:42","2018-07-23 23:55:13","2018-07-23 23:56:43",NULL,436,"1444_thumb.png","image/png",41025,"2018-07-23 23:56:43",0,NULL,NULL,NULL,NULL
1445,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,"1445.pdf","application/pdf",496935,"2018-07-24 00:01:03","2018-07-24 00:01:00","2018-07-24 00:01:04",NULL,471,"1445_thumb.png","image/png",25412,"2018-07-24 00:01:04",0,NULL,NULL,NULL,NULL
1446,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,"1446.pdf","application/pdf",496569,"2018-07-24 00:08:47","2018-07-24 00:08:44","2018-07-24 00:08:48",NULL,471,"1446_thumb.png","image/png",27927,"2018-07-24 00:08:48",0,NULL,NULL,NULL,NULL
1447,6,"Oppose SCOTUS Nom Brett Kavanaugh","SCOTUS  Flyer Draft",1,"1447.pdf","application/pdf",496600,"2018-07-24 19:46:14","2018-07-24 14:04:53","2018-07-24 19:46:15",NULL,220,"1447_thumb.png","image/png",30207,"2018-07-24 19:46:15",0,NULL,NULL,NULL,NULL
1448,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,"1448.pdf","application/pdf",486456,"2018-07-24 15:23:55","2018-07-24 15:23:51","2018-07-24 15:23:56",NULL,82,"1448_thumb.png","image/png",14635,"2018-07-24 15:23:56",0,NULL,NULL,NULL,NULL
1449,5,"We Never Quit Poster","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo.",1,"1449.pdf","application/pdf",1642952,"2018-07-24 16:11:18","2018-07-24 16:11:13","2018-07-24 16:11:20",NULL,265,"1449_thumb.png","image/png",74250,"2018-07-24 16:11:20",0,NULL,NULL,NULL,NULL
1450,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",-2,"1450.pdf","application/pdf",535352,"2018-07-24 16:23:24","2018-07-24 16:17:26","2018-07-24 17:42:06",NULL,622,"1450_thumb.png","image/png",31078,"2018-07-24 16:23:25",0,NULL,NULL,NULL,NULL
1451,10,"Never Quit Brand Story","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo and additional contact information.",1,"1451.pdf","application/pdf",528784,"2018-07-24 16:32:07","2018-07-24 16:32:05","2018-07-24 16:32:08",NULL,265,"1451_thumb.png","image/png",58644,"2018-07-24 16:32:08",0,NULL,NULL,NULL,NULL
1452,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",-2,"1452.pdf","application/pdf",496648,"2018-07-24 16:46:16","2018-07-24 16:43:44","2018-07-24 17:42:00",NULL,622,"1452_thumb.png","image/png",29689,"2018-07-24 16:46:17",0,NULL,NULL,NULL,NULL
1453,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",-2,"1453.pdf","application/pdf",497006,"2018-07-24 17:41:29","2018-07-24 16:46:16","2018-07-24 17:41:57",NULL,622,"1453_thumb.png","image/png",30848,"2018-07-24 17:41:30",0,NULL,NULL,NULL,NULL
1454,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",-2,"1454.pdf","application/pdf",496648,"2018-07-24 16:46:24","2018-07-24 16:46:17","2018-07-31 16:53:21",NULL,622,"1454_thumb.png","image/png",29689,"2018-07-24 16:46:25",0,NULL,NULL,NULL,NULL
1455,13,"Floating Heads Testimonial","Floating Heads Testimonial",1,"1455.pdf","application/pdf",1191927,"2018-07-24 17:31:33","2018-07-24 17:30:58","2018-07-24 17:31:34",NULL,186,"1455_thumb.png","image/png",33420,"2018-07-24 17:31:34",0,NULL,NULL,NULL,NULL
1456,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",-2,NULL,NULL,NULL,NULL,"2018-07-24 17:42:09","2018-07-31 16:53:17",NULL,622,"1454_thumb.png","image/png",29689,"2018-07-24 16:46:25",0,NULL,NULL,NULL,NULL
1457,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",-2,"1457.pdf","application/pdf",496943,"2018-07-25 16:53:08","2018-07-24 17:42:09","2018-07-31 16:53:12",NULL,622,"1457_thumb.png","image/png",30452,"2018-07-25 16:53:09",0,NULL,NULL,NULL,NULL
1458,6,"Afscme Strong","JOIN US TUESDAY FEBRUARY 24,2018 10:30AM",1,"1458.pdf","application/pdf",495503,"2018-07-25 10:52:44","2018-07-25 10:47:41","2018-07-25 10:52:45",NULL,613,"1458_thumb.png","image/png",24482,"2018-07-25 10:52:45",0,NULL,NULL,NULL,NULL
1459,1,"Sector Specific Flyer","Use this flyer when targeting a specific audience – whether it be nurses, correctional officers or sanitation workers. Please make sure to incorporate a high-resolution photo that will work well with the space provided. Add industry-specific language in the left text box and use the text box on the right to include a small quote.",1,"1459.pdf","application/pdf",592296,"2018-08-15 14:32:16","2018-07-25 11:40:56","2018-08-15 14:32:17",NULL,436,"1459_thumb.png","image/png",83678,"2018-08-15 14:32:17",0,NULL,NULL,NULL,NULL
1460,35,"AFSCME WA Local 120","Share Graphic: SCOTUS",1,NULL,NULL,NULL,NULL,"2018-07-25 18:15:17","2018-07-25 18:15:19",NULL,620,"1460_thumb.png","image/png",61995,"2018-07-25 18:15:19",0,"1460.jpg","image/jpeg",459463,"2018-07-25 18:15:18"
1461,8,"2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",-2,"1461.pdf","application/pdf",833067,"2018-07-25 18:29:08","2018-07-25 18:28:50","2019-04-02 14:12:11",NULL,9,"1461_thumb.png","image/png",10128,"2018-07-25 18:29:11",0,NULL,NULL,NULL,NULL
1462,4,"Comparison Table","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",1,"1462.pdf","application/pdf",510625,"2018-07-26 02:28:17","2018-07-26 02:28:13","2018-07-26 02:28:19",NULL,198,"1462_thumb.png","image/png",32543,"2018-07-26 02:28:19",0,NULL,NULL,NULL,NULL
1463,20,"Contract Member Benefits Flyer","Contract Member Benefits Flyer",1,"1463.pdf","application/pdf",670811,"2018-07-26 18:02:21","2018-07-26 17:42:27","2018-07-26 18:02:22",NULL,282,"1463_thumb.png","image/png",71864,"2018-07-26 18:02:22",0,NULL,NULL,NULL,NULL
1464,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,"1464.pdf","application/pdf",498079,"2018-07-26 21:19:32","2018-07-26 21:18:05","2018-07-26 21:19:33",NULL,435,"1464_thumb.png","image/png",34673,"2018-07-26 21:19:33",0,NULL,NULL,NULL,NULL
